state,stateid,centre,centreid,year,month,item,item_code,unit,cpi,price
TAMIL NADU,33,Ciombatore,334124,2017,10,bidi,1330,25,iw,20
TAMIL NADU,33,Ciombatore,334124,2017,11,bidi,1330,25,iw,20
TAMIL NADU,33,Ciombatore,334124,2017,12,bidi,1330,25,iw,20
TAMIL NADU,33,Ciombatore,334124,2018,1,bidi,1330,25,iw,20
TAMIL NADU,33,Ciombatore,334124,2018,2,bidi,1330,25,iw,20
TAMIL NADU,33,Ciombatore,334124,2018,3,bidi,1330,25,iw,20
TAMIL NADU,33,Ciombatore,334124,2017,6,bidi,1330,25,iw,18
TAMIL NADU,33,Ciombatore,334124,2017,7,bidi,1330,25,iw,18
TAMIL NADU,33,Ciombatore,334124,2017,8,bidi,1330,25,iw,18
TAMIL NADU,33,Ciombatore,334124,2017,9,bidi,1330,25,iw,18
TAMIL NADU,33,Ciombatore,334124,2016,11,bidi,1330,25,iw,17
TAMIL NADU,33,Ciombatore,334124,2016,12,bidi,1330,25,iw,17
TAMIL NADU,33,Ciombatore,334124,2017,1,bidi,1330,25,iw,17
TAMIL NADU,33,Ciombatore,334124,2017,2,bidi,1330,25,iw,17
TAMIL NADU,33,Ciombatore,334124,2017,3,bidi,1330,25,iw,17
TAMIL NADU,33,Ciombatore,334124,2017,4,bidi,1330,25,iw,17
TAMIL NADU,33,Ciombatore,334124,2017,5,bidi,1330,25,iw,17
TAMIL NADU,33,Ciombatore,334124,2016,5,bidi,1330,25,iw,16
TAMIL NADU,33,Ciombatore,334124,2016,6,bidi,1330,25,iw,16
TAMIL NADU,33,Ciombatore,334124,2016,7,bidi,1330,25,iw,16
TAMIL NADU,33,Ciombatore,334124,2016,8,bidi,1330,25,iw,16
TAMIL NADU,33,Ciombatore,334124,2016,9,bidi,1330,25,iw,16
TAMIL NADU,33,Ciombatore,334124,2016,10,bidi,1330,25,iw,16
TAMIL NADU,33,Ciombatore,334124,2014,9,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2014,10,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2014,11,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2014,12,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,1,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,2,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,3,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,4,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,5,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,6,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,7,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,8,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,9,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,10,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,11,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2015,12,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2016,1,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2016,2,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2016,3,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2016,4,bidi,1330,25,iw,15
TAMIL NADU,33,Ciombatore,334124,2014,1,bidi,1330,25,iw,14
TAMIL NADU,33,Ciombatore,334124,2014,2,bidi,1330,25,iw,14
TAMIL NADU,33,Ciombatore,334124,2014,3,bidi,1330,25,iw,14
TAMIL NADU,33,Ciombatore,334124,2014,4,bidi,1330,25,iw,14
TAMIL NADU,33,Ciombatore,334124,2014,5,bidi,1330,25,iw,14
TAMIL NADU,33,Ciombatore,334124,2014,6,bidi,1330,25,iw,14
TAMIL NADU,33,Ciombatore,334124,2014,7,bidi,1330,25,iw,14
TAMIL NADU,33,Ciombatore,334124,2014,8,bidi,1330,25,iw,14
PUDUCHERRY,34,Puducherry,34121,2017,10,bidi,1330,24,iw,20
PUDUCHERRY,34,Puducherry,34121,2017,11,bidi,1330,24,iw,20
PUDUCHERRY,34,Puducherry,34121,2017,12,bidi,1330,24,iw,20
PUDUCHERRY,34,Puducherry,34121,2018,1,bidi,1330,24,iw,20
PUDUCHERRY,34,Puducherry,34121,2018,2,bidi,1330,24,iw,20
PUDUCHERRY,34,Puducherry,34121,2018,3,bidi,1330,24,iw,20
PUDUCHERRY,34,Puducherry,34121,2015,8,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2015,9,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2015,10,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,1,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,2,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,3,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,4,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,5,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,6,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,7,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,8,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,9,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,10,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,11,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2016,12,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2017,1,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2017,2,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2017,3,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2017,4,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2017,5,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2017,6,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2017,7,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2017,8,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2017,9,bidi,1330,24,iw,15
PUDUCHERRY,34,Puducherry,34121,2015,6,bidi,1330,24,iw,14.75
PUDUCHERRY,34,Puducherry,34121,2015,7,bidi,1330,24,iw,14.75
PUDUCHERRY,34,Puducherry,34121,2014,5,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2014,6,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2014,7,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2014,8,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2014,9,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2014,10,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2014,11,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2014,12,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2015,1,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2015,2,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2015,3,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2015,4,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2015,5,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2015,11,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2015,12,bidi,1330,24,iw,14.4
PUDUCHERRY,34,Puducherry,34121,2014,1,bidi,1330,24,iw,14
PUDUCHERRY,34,Puducherry,34121,2014,2,bidi,1330,24,iw,14
PUDUCHERRY,34,Puducherry,34121,2014,3,bidi,1330,24,iw,14
PUDUCHERRY,34,Puducherry,34121,2014,4,bidi,1330,24,iw,14
DELHI,7,Delhi,7111,2017,7,bidi,1330,25,iw,16
DELHI,7,Delhi,7111,2017,8,bidi,1330,25,iw,16
DELHI,7,Delhi,7111,2017,9,bidi,1330,25,iw,16
DELHI,7,Delhi,7111,2017,10,bidi,1330,25,iw,16
DELHI,7,Delhi,7111,2017,11,bidi,1330,25,iw,16
DELHI,7,Delhi,7111,2017,12,bidi,1330,25,iw,16
DELHI,7,Delhi,7111,2018,1,bidi,1330,25,iw,16
DELHI,7,Delhi,7111,2018,2,bidi,1330,25,iw,16
DELHI,7,Delhi,7111,2018,3,bidi,1330,25,iw,16
DELHI,7,Delhi,7111,2016,9,bidi,1330,25,iw,14
DELHI,7,Delhi,7111,2016,10,bidi,1330,25,iw,14
DELHI,7,Delhi,7111,2016,11,bidi,1330,25,iw,14
DELHI,7,Delhi,7111,2016,12,bidi,1330,25,iw,14
DELHI,7,Delhi,7111,2017,1,bidi,1330,25,iw,14
DELHI,7,Delhi,7111,2017,2,bidi,1330,25,iw,14
DELHI,7,Delhi,7111,2017,3,bidi,1330,25,iw,14
DELHI,7,Delhi,7111,2017,4,bidi,1330,25,iw,14
DELHI,7,Delhi,7111,2017,5,bidi,1330,25,iw,14
DELHI,7,Delhi,7111,2017,6,bidi,1330,25,iw,14
DELHI,7,Delhi,7111,2016,1,bidi,1330,25,iw,13
DELHI,7,Delhi,7111,2016,2,bidi,1330,25,iw,13
DELHI,7,Delhi,7111,2016,3,bidi,1330,25,iw,13
DELHI,7,Delhi,7111,2016,4,bidi,1330,25,iw,13
DELHI,7,Delhi,7111,2016,5,bidi,1330,25,iw,13
DELHI,7,Delhi,7111,2016,6,bidi,1330,25,iw,13
DELHI,7,Delhi,7111,2016,7,bidi,1330,25,iw,13
DELHI,7,Delhi,7111,2016,8,bidi,1330,25,iw,13
DELHI,7,Delhi,7111,2015,11,bidi,1330,25,iw,11.63
DELHI,7,Delhi,7111,2015,12,bidi,1330,25,iw,11.63
DELHI,7,Delhi,7111,2015,7,bidi,1330,25,iw,11.5
DELHI,7,Delhi,7111,2015,8,bidi,1330,25,iw,11.5
DELHI,7,Delhi,7111,2015,9,bidi,1330,25,iw,11.5
DELHI,7,Delhi,7111,2015,10,bidi,1330,25,iw,11.5
DELHI,7,Delhi,7111,2014,8,bidi,1330,25,iw,11
DELHI,7,Delhi,7111,2014,9,bidi,1330,25,iw,11
DELHI,7,Delhi,7111,2014,10,bidi,1330,25,iw,11
DELHI,7,Delhi,7111,2014,11,bidi,1330,25,iw,11
DELHI,7,Delhi,7111,2014,12,bidi,1330,25,iw,11
DELHI,7,Delhi,7111,2015,1,bidi,1330,25,iw,11
DELHI,7,Delhi,7111,2015,2,bidi,1330,25,iw,11
DELHI,7,Delhi,7111,2015,3,bidi,1330,25,iw,11
DELHI,7,Delhi,7111,2015,4,bidi,1330,25,iw,11
DELHI,7,Delhi,7111,2015,5,bidi,1330,25,iw,11
DELHI,7,Delhi,7111,2015,6,bidi,1330,25,iw,11
DELHI,7,Delhi,7111,2014,1,bidi,1330,25,iw,10
DELHI,7,Delhi,7111,2014,2,bidi,1330,25,iw,10
DELHI,7,Delhi,7111,2014,3,bidi,1330,25,iw,10
DELHI,7,Delhi,7111,2014,4,bidi,1330,25,iw,10
DELHI,7,Delhi,7111,2014,5,bidi,1330,25,iw,10
DELHI,7,Delhi,7111,2014,6,bidi,1330,25,iw,10
DELHI,7,Delhi,7111,2014,7,bidi,1330,25,iw,10
ANDHRA PRADESH,28,Guntur,281177,2017,8,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Guntur,281177,2017,9,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Guntur,281177,2017,10,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Guntur,281177,2017,11,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Guntur,281177,2017,12,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Guntur,281177,2018,1,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Guntur,281177,2018,2,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Guntur,281177,2018,3,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Vijaywada,281166,2017,8,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Vijaywada,281166,2017,9,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Vijaywada,281166,2017,10,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Vijaywada,281166,2017,11,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Vijaywada,281166,2017,12,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Vijaywada,281166,2018,1,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Vijaywada,281166,2018,2,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Vijaywada,281166,2018,3,bidi,1330,25,iw,20
KARNATAKA,29,Belgaum,29211,2017,8,bidi,1330,25,iw,20
KARNATAKA,29,Belgaum,29211,2017,9,bidi,1330,25,iw,20
KARNATAKA,29,Belgaum,29211,2017,10,bidi,1330,25,iw,20
KARNATAKA,29,Belgaum,29211,2017,11,bidi,1330,25,iw,20
KARNATAKA,29,Belgaum,29211,2017,12,bidi,1330,25,iw,20
KARNATAKA,29,Belgaum,29211,2018,1,bidi,1330,25,iw,20
KARNATAKA,29,Belgaum,29211,2018,2,bidi,1330,25,iw,20
KARNATAKA,29,Belgaum,29211,2018,3,bidi,1330,25,iw,20
ANDHRA PRADESH,28,Warrangal,28293,2017,12,bidi,1330,25,iw,18
ANDHRA PRADESH,28,Warrangal,28293,2018,1,bidi,1330,25,iw,18
ANDHRA PRADESH,28,Warrangal,28293,2018,2,bidi,1330,25,iw,18
ANDHRA PRADESH,28,Warrangal,28293,2018,3,bidi,1330,25,iw,18
ANDHRA PRADESH,28,Vijaywada,281166,2017,6,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Vijaywada,281166,2017,7,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Warrangal,28293,2015,3,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Warrangal,28293,2015,4,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Warrangal,28293,2015,5,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Warrangal,28293,2015,6,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Warrangal,28293,2015,7,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Warrangal,28293,2015,8,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Warrangal,28293,2015,9,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Warrangal,28293,2015,10,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Warrangal,28293,2015,11,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Warrangal,28293,2015,12,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Warrangal,28293,2016,1,bidi,1330,25,iw,17.5
ANDHRA PRADESH,28,Guntur,281177,2016,9,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Guntur,281177,2016,10,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Guntur,281177,2016,11,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Guntur,281177,2016,12,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Guntur,281177,2017,1,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Guntur,281177,2017,2,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Guntur,281177,2017,3,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Guntur,281177,2017,4,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Guntur,281177,2017,5,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Guntur,281177,2017,6,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Guntur,281177,2017,7,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Vijaywada,281166,2016,9,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Vijaywada,281166,2016,10,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Vijaywada,281166,2016,11,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Vijaywada,281166,2016,12,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Vijaywada,281166,2017,1,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Vijaywada,281166,2017,2,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Vijaywada,281166,2017,3,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Vijaywada,281166,2017,4,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Vijaywada,281166,2017,5,bidi,1330,25,iw,17
KARNATAKA,29,Belgaum,29211,2017,2,bidi,1330,25,iw,17
KARNATAKA,29,Belgaum,29211,2017,3,bidi,1330,25,iw,17
KARNATAKA,29,Belgaum,29211,2017,4,bidi,1330,25,iw,17
KARNATAKA,29,Belgaum,29211,2017,5,bidi,1330,25,iw,17
KARNATAKA,29,Belgaum,29211,2017,6,bidi,1330,25,iw,17
KARNATAKA,29,Belgaum,29211,2017,7,bidi,1330,25,iw,17
ANDHRA PRADESH,28,Warrangal,28293,2017,1,bidi,1330,25,iw,16
ANDHRA PRADESH,28,Warrangal,28293,2017,2,bidi,1330,25,iw,16
ANDHRA PRADESH,28,Warrangal,28293,2017,3,bidi,1330,25,iw,16
ANDHRA PRADESH,28,Warrangal,28293,2017,4,bidi,1330,25,iw,16
ANDHRA PRADESH,28,Warrangal,28293,2017,5,bidi,1330,25,iw,16
ANDHRA PRADESH,28,Warrangal,28293,2017,6,bidi,1330,25,iw,16
ANDHRA PRADESH,28,Warrangal,28293,2017,7,bidi,1330,25,iw,16
ANDHRA PRADESH,28,Warrangal,28293,2017,8,bidi,1330,25,iw,16
ANDHRA PRADESH,28,Warrangal,28293,2017,9,bidi,1330,25,iw,16
ANDHRA PRADESH,28,Warrangal,28293,2017,10,bidi,1330,25,iw,16
ANDHRA PRADESH,28,Warrangal,28293,2017,11,bidi,1330,25,iw,16
ANDHRA PRADESH,28,Guntur,281177,2014,7,bidi,1330,25,iw,15.63
ANDHRA PRADESH,28,Guntur,281177,2014,8,bidi,1330,25,iw,15.63
KARNATAKA,29,Belgaum,29211,2016,12,bidi,1330,25,iw,15.5
KARNATAKA,29,Belgaum,29211,2017,1,bidi,1330,25,iw,15.5
ANDHRA PRADESH,28,Warrangal,28293,2016,2,bidi,1330,25,iw,15.32
ANDHRA PRADESH,28,Warrangal,28293,2016,3,bidi,1330,25,iw,15.32
ANDHRA PRADESH,28,Warrangal,28293,2016,4,bidi,1330,25,iw,15.32
ANDHRA PRADESH,28,Warrangal,28293,2016,5,bidi,1330,25,iw,15.32
ANDHRA PRADESH,28,Guntur,281177,2014,9,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2014,10,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2014,11,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2014,12,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,1,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,2,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,3,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,4,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,5,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,6,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,7,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,8,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,9,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,10,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,11,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2015,12,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Guntur,281177,2016,1,bidi,1330,25,iw,15
ANDHRA PRADESH,28,Warrangal,28293,2016,6,bidi,1330,25,iw,14.5
ANDHRA PRADESH,28,Warrangal,28293,2016,7,bidi,1330,25,iw,14.5
ANDHRA PRADESH,28,Warrangal,28293,2016,8,bidi,1330,25,iw,14.5
ANDHRA PRADESH,28,Warrangal,28293,2016,9,bidi,1330,25,iw,14.5
ANDHRA PRADESH,28,Warrangal,28293,2016,10,bidi,1330,25,iw,14.5
ANDHRA PRADESH,28,Warrangal,28293,2016,11,bidi,1330,25,iw,14.5
ANDHRA PRADESH,28,Warrangal,28293,2016,12,bidi,1330,25,iw,14.5
ANDHRA PRADESH,28,Guntur,281177,2016,2,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Guntur,281177,2016,3,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Guntur,281177,2016,4,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Guntur,281177,2016,5,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Guntur,281177,2016,6,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Guntur,281177,2016,7,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Guntur,281177,2016,8,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2014,3,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2014,4,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2014,5,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2014,6,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2014,7,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2014,8,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2014,9,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2014,10,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2014,11,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2014,12,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2015,1,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2015,2,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2014,9,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2014,10,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2014,11,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2014,12,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,1,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,2,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,3,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,4,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,5,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,6,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,7,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,8,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,9,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,10,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,11,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2015,12,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2016,1,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2016,2,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2016,3,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2016,4,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2016,5,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2016,6,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2016,7,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2016,8,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2016,9,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2016,10,bidi,1330,25,iw,14
KARNATAKA,29,Belgaum,29211,2016,11,bidi,1330,25,iw,14
ANDHRA PRADESH,28,Warrangal,28293,2014,1,bidi,1330,25,iw,13.75
ANDHRA PRADESH,28,Warrangal,28293,2014,2,bidi,1330,25,iw,13.75
ANDHRA PRADESH,28,Vijaywada,281166,2016,8,bidi,1330,25,iw,13.34
ANDHRA PRADESH,28,Guntur,281177,2014,1,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Guntur,281177,2014,2,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Guntur,281177,2014,3,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Guntur,281177,2014,4,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Guntur,281177,2014,5,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Guntur,281177,2014,6,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,1,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,2,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,3,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,4,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,5,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,6,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,7,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,8,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,9,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,10,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,11,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2014,12,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,1,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,2,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,3,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,4,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,5,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,6,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,7,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,8,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,9,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,10,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,11,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2015,12,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2016,1,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2016,2,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2016,3,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2016,4,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2016,5,bidi,1330,25,iw,13
ANDHRA PRADESH,28,Vijaywada,281166,2016,6,bidi,1330,25,iw,13
